Date,Region,Channel,Sales,Leads,Conversions,Revenue
2024-10-05,South,Social Media,4723,32,8,1352.52
2024-10-05,South,Referral,3937,126,29,956.42
2024-10-05,East,Email,3339,53,49,3558.99
2024-10-05,East,Ads,2409,168,38,543.27
2024-10-05,East,Social Media,2048,99,31,653.16
2024-10-05,East,Referral,3331,169,45,878.36
2024-10-05,West,Email,4929,35,21,2976.93
2024-10-05,West,Ads,1026,191,27,133.57
2024-10-05,West,Social Media,2528,138,7,123.35
2024-10-05,West,Referral,1347,119,7,90.59
2024-10-06,North,Email,4917,37,29,3405.56
2024-10-06,North,Ads,948,133,17,99.43
2024-10-06,North,Social Media,3751,183,2,47.1
2024-10-06,North,Referral,3316,94,25,902.87
2024-10-06,South,Email,3265,170,44,692.48
2024-10-06,South,Ads,4823,174,3,98.38
2024-10-06,South,Social Media,1377,38,8,329.8
2024-10-06,South,Referral,1378,152,9,74.07
2024-10-06,East,Email,2903,90,8,227.46
2024-10-06,East,Ads,3795,91,13,436.32
2024-10-06,East,Social Media,4697,113,6,266.22
2024-10-06,East,Referral,1585,39,12,442.61
2024-10-06,West,Email,3766,81,44,1679.62
2024-10-06,West,Ads,3536,181,25,416.95
2024-10-06,West,Social Media,4932,51,12,1016.57
2024-10-06,West,Referral,3320,48,35,2179.83
2024-10-07,North,Email,4056,91,30,1443.35
2024-10-07,North,Ads,3293,42,35,2782.45
2024-10-07,North,Social Media,1768,53,33,1305.22
2024-10-07,North,Referral,3068,58,8,341.66
2024-10-07,South,Email,595,138,19,68.91
2024-10-07,South,Ads,1700,124,46,669.98
2024-10-07,South,Social Media,631,63,9,105.3
2024-10-07,South,Referral,1649,38,10,381.62
2024-10-07,East,Email,4164,191,16,301.27
2024-10-07,East,Ads,3376,99,27,1003.13
2024-10-07,East,Social Media,3466,96,48,1856.12
2024-10-07,East,Referral,625,199,23,84.55
2024-10-07,West,Email,640,97,49,350.76
2024-10-07,West,Ads,4705,71,40,2690.23
2024-10-07,West,Social Media,3890,47,26,2357.26
2024-10-07,West,Referral,4111,21,18,3495.1
2024-10-08,North,Email,3959,96,19,930.54
2024-10-08,North,Ads,3736,116,42,1396.0
2024-10-08,North,Social Media,3606,21,2,404.28
2024-10-08,North,Referral,1661,100,44,855.4
2024-10-08,South,Email,764,96,24,167.16
2024-10-08,South,Ads,2026,40,10,443.02
2024-10-08,South,Social Media,4013,106,32,1437.03
2024-10-08,South,Referral,4217,134,2,69.97
2024-10-08,East,Email,1669,96,34,541.52
2024-10-08,East,Ads,2840,192,23,404.27
2024-10-08,East,Social Media,4713,33,12,1714.67
2024-10-08,East,Referral,4757,123,14,529.16
2024-10-08,West,Email,3995,35,29,3307.92
2024-10-08,West,Ads,1644,159,17,196.46
2024-10-08,West,Social Media,1060,183,21,120.77
2024-10-08,West,Referral,2923,109,23,648.9
2024-10-09,North,Email,1080,196,35,194.33
2024-10-09,North,Ads,618,26,5,128.43
2024-10-09,North,Social Media,1937,94,32,728.04
2024-10-09,North,Referral,3062,98,18,595.55
2024-10-09,South,Email,4858,131,6,249.04
2024-10-09,South,Ads,4448,35,4,527.43
2024-10-09,South,Social Media,2270,140,22,313.36
2024-10-09,South,Referral,4966,24,18,3291.83
2024-10-09,East,Email,4826,60,29,2651.99
2024-10-09,East,Ads,4251,41,30,2848.86
2024-10-09,East,Social Media,1247,68,8,135.91
2024-10-09,East,Referral,4650,40,27,2993.54
2024-10-09,West,Email,4103,39,11,1243.46
2024-10-09,West,Ads,2667,116,26,526.11
2024-10-09,West,Social Media,4087,156,16,405.74
2024-10-09,West,Referral,2370,109,29,723.54
2024-10-10,North,Email,3158,199,33,562.32
2024-10-10,North,Ads,4096,143,45,1438.86
2024-10-10,North,Social Media,1862,177,17,166.76
2024-10-10,North,Referral,3077,160,30,673.69
2024-10-10,South,Email,1919,79,30,684.41
2024-10-10,South,Ads,4596,62,41,2467.01
2024-10-10,South,Social Media,3605,195,34,630.21
2024-10-10,South,Referral,2280,129,21,436.9
2024-10-10,East,Email,2661,48,24,1273.09
2024-10-10,East,Ads,1108,72,18,261.91
2024-10-10,East,Social Media,2864,127,25,583.82
2024-10-10,East,Referral,1019,97,5,47.6
2024-10-10,West,Email,4809,113,31,1187.28
2024-10-10,West,Ads,4553,176,26,782.64
2024-10-10,West,Social Media,4161,85,14,727.0
2024-10-10,West,Referral,3927,40,20,1850.49
2024-10-11,North,Email,3063,74,16,782.05
2024-10-11,North,Ads,738,163,21,114.03
2024-10-11,North,Social Media,2116,145,6,85.88
2024-10-11,North,Referral,1772,87,24,522.75
2024-10-11,South,Email,2035,104,7,148.79
2024-10-11,South,Ads,1448,114,20,285.69
2024-10-11,South,Social Media,933,143,13,93.94
2024-10-11,South,Referral,4764,25,24,5236.69
2024-10-11,East,Email,4717,168,21,707.5
2024-10-11,East,Ads,610,164,30,121.8
2024-10-11,East,Social Media,3185,47,35,2502.71
2024-10-11,East,Referral,2271,32,7,426.37
2024-10-11,West,Email,3761,170,23,477.11
2024-10-11,West,Ads,3890,177,12,268.59
2024-10-11,West,Social Media,2402,95,10,282.51
2024-10-11,West,Referral,4346,91,34,1677.94
2024-10-12,North,Email,4214,123,29,889.21
2024-10-12,North,Ads,3617,20,7,1517.71
2024-10-12,North,Social Media,4886,73,35,2109.35
2024-10-12,North,Referral,1423,41,17,604.81
2024-10-12,South,Email,4951,81,44,2950.62
2024-10-12,South,Ads,3475,86,28,1160.99
2024-10-12,South,Social Media,2220,196,34,401.13
2024-10-12,South,Referral,3991,143,16,512.16
2024-10-12,East,Email,1547,46,12,425.37
2024-10-12,East,Ads,1564,75,30,545.84
2024-10-12,East,Social Media,3205,25,21,3102.7
2024-10-12,East,Referral,4279,51,11,873.56
2024-10-12,West,Email,3836,88,12,427.11
2024-10-12,West,Ads,4791,93,40,2393.15
2024-10-12,West,Social Media,1625,27,18,1071.13
2024-10-12,West,Referral,660,38,3,47.99
2024-10-13,North,Email,726,36,4,87.67
2024-10-13,North,Ads,2101,20,8,791.69
2024-10-13,North,Social Media,2922,153,37,784.6
2024-10-13,North,Referral,2854,193,36,526.34
2024-10-13,South,Email,2615,126,17,376.91
2024-10-13,South,Ads,1013,20,2,85.5
2024-10-13,South,Social Media,1402,107,6,70.43
2024-10-13,South,Referral,2821,107,33,706.13
2024-10-13,East,Email,4004,180,34,718.67
2024-10-13,East,Ads,1832,63,17,464.99
2024-10-13,East,Social Media,3197,33,8,633.42
2024-10-13,East,Referral,3205,35,26,2352.18
2024-10-13,West,Email,1991,131,31,423.08
2024-10-13,West,Ads,2359,195,37,382.3
2024-10-13,West,Social Media,1413,130,41,464.48
2024-10-13,West,Referral,3466,54,7,441.57
2024-10-14,North,Email,4337,80,25,1350.58
2024-10-14,North,Ads,1555,159,6,62.66
2024-10-14,North,Social Media,1865,174,16,141.15
2024-10-14,North,Referral,1516,54,27,852.63
2024-10-14,South,Email,3958,48,3,210.57
2024-10-14,South,Ads,970,183,50,227.61
2024-10-14,South,Social Media,1385,181,18,159.96
2024-10-14,South,Referral,1441,105,30,465.6
2024-10-14,East,Email,1104,88,11,116.45
2024-10-14,East,Ads,4860,145,22,757.74
2024-10-14,East,Social Media,4279,77,47,2459.19
2024-10-14,East,Referral,3794,132,35,1187.43
2024-10-14,West,Email,1370,122,34,357.73
2024-10-14,West,Ads,4266,116,9,383.63
2024-10-14,West,Social Media,4987,125,8,269.42
2024-10-14,West,Referral,1800,130,33,423.44
2024-10-15,North,Email,3029,127,48,1241.68
2024-10-15,North,Ads,3532,67,28,1587.31
2024-10-15,North,Social Media,2559,185,19,249.52
2024-10-15,North,Referral,3394,189,50,852.44
2024-10-15,South,Email,998,60,48,776.12
2024-10-15,South,Ads,4304,72,46,2685.45
2024-10-15,South,Social Media,635,177,14,46.82
2024-10-15,South,Referral,4613,118,46,1978.85
2024-10-15,East,Email,2871,102,26,815.58
2024-10-15,East,Ads,4460,183,5,134.01
2024-10-15,East,Social Media,3181,78,49,2212.34
2024-10-15,East,Referral,2250,55,33,1143.55
2024-10-15,West,Email,1952,38,8,413.23
2024-10-15,West,Ads,2268,85,17,439.75
2024-10-15,West,Social Media,1669,122,2,27.93
2024-10-15,West,Referral,2930,40,31,2109.64
2024-10-16,North,Email,3952,76,26,1563.77
2024-10-16,North,Ads,1227,147,46,338.22
2024-10-16,North,Social Media,1641,91,5,72.75
2024-10-16,North,Referral,4242,48,37,3140.67
2024-10-16,South,Email,3132,138,22,434.94
2024-10-16,South,Ads,2124,108,13,297.41
2024-10-16,South,Social Media,740,173,15,65.17
2024-10-16,South,Referral,4818,55,11,927.58
2024-10-16,East,Email,2928,63,10,556.36
2024-10-16,East,Ads,3149,43,13,779.79
2024-10-16,East,Social Media,4459,97,23,851.68
2024-10-16,East,Referral,2922,54,44,2494.85
2024-10-16,West,Email,4359,134,41,1122.22
2024-10-16,West,Ads,2157,61,14,510.43
2024-10-16,West,Social Media,4450,35,6,882.58
2024-10-16,West,Referral,4518,25,2,427.17
2024-10-17,North,Email,562,24,21,552.67
2024-10-17,North,Ads,1988,126,48,651.88
2024-10-17,North,Social Media,854,185,24,102.68
2024-10-17,North,Referral,1104,200,47,303.4
2024-10-17,South,Email,3790,162,10,240.09
2024-10-17,South,Ads,1367,66,6,140.79
2024-10-17,South,Social Media,1095,152,11,93.08
2024-10-17,South,Referral,4364,63,26,1572.36
2024-10-17,East,Email,4254,175,31,626.94
2024-10-17,East,Ads,713,98,12,96.12
2024-10-17,East,Social Media,4460,171,7,191.53
2024-10-17,East,Referral,1573,29,22,1401.49
2024-10-17,West,Email,2000,126,44,684.2
2024-10-17,West,Ads,685,65,2,20.25
2024-10-17,West,Social Media,4019,106,10,355.55
2024-10-17,West,Referral,3848,41,5,543.28
2024-10-18,North,Email,1725,82,16,375.04
2024-10-18,North,Ads,3344,199,47,936.12
2024-10-18,North,Social Media,3170,194,28,547.12
2024-10-18,North,Referral,2947,119,26,768.43
2024-10-18,South,Email,4024,167,6,147.32
2024-10-18,South,Ads,739,67,19,173.33
2024-10-18,South,Social Media,3728,163,36,712.14
2024-10-18,South,Referral,2397,151,50,869.51
2024-10-18,East,Email,3220,97,25,799.2
2024-10-18,East,Ads,3983,26,18,3028.96
2024-10-18,East,Social Media,2327,37,7,355.72
2024-10-18,East,Referral,601,159,42,144.59
2024-10-18,West,Email,3541,44,18,1269.38
2024-10-18,West,Ads,2553,156,4,52.8
2024-10-18,West,Social Media,2763,112,45,1038.29
2024-10-18,West,Referral,4365,57,36,2506.15
2024-10-19,North,Email,4526,161,48,1292.71
2024-10-19,North,Ads,541,198,20,57.32
2024-10-19,North,Social Media,4788,61,39,3268.93
2024-10-19,North,Referral,4189,191,25,522.27
2024-10-19,South,Email,825,57,34,435.83
2024-10-19,South,Ads,834,170,37,155.12
2024-10-19,South,Social Media,4027,22,15,2487.26
2024-10-19,South,Referral,4066,89,6,219.73
2024-10-19,East,Email,4112,67,31,1893.08
2024-10-19,East,Ads,4483,157,20,621.41
2024-10-19,East,Social Media,2199,151,12,201.94
2024-10-19,East,Referral,1807,140,17,226.84
2024-10-19,West,Email,2926,68,28,1309.29
2024-10-19,West,Ads,4233,123,49,1954.66
2024-10-19,West,Social Media,2580,176,41,675.21
2024-10-19,West,Referral,1698,32,28,1405.55
2024-10-20,North,Email,595,124,46,219.65
2024-10-20,North,Ads,2702,86,34,1067.8
2024-10-20,North,Social Media,4925,180,8,249.99
2024-10-20,North,Referral,1139,185,28,162.48
2024-10-20,South,Email,4468,40,16,1649.49
2024-10-20,South,Ads,3579,102,4,120.79
2024-10-20,South,Social Media,2071,25,11,858.64
2024-10-20,South,Referral,4825,69,31,2349.32
2024-10-20,East,Email,4199,159,35,799.97
2024-10-20,East,Ads,2975,151,37,849.13
2024-10-20,East,Social Media,4825,96,10,576.49
2024-10-20,East,Referral,2107,35,17,1040.92
2024-10-20,West,Email,1190,99,47,646.82
2024-10-20,West,Ads,1249,185,21,160.45
2024-10-20,West,Social Media,2204,117,30,666.7
2024-10-20,West,Referral,3731,29,9,1384.22
2024-10-21,North,Email,1385,116,7,96.76
2024-10-21,North,Ads,1285,91,26,327.22
2024-10-21,North,Social Media,1287,47,41,1265.27
2024-10-21,North,Referral,1452,66,14,325.07
2024-10-21,South,Email,4266,114,2,82.05
2024-10-21,South,Ads,4970,184,11,246.75
2024-10-21,South,Social Media,1055,114,11,102.15
2024-10-21,South,Referral,2855,111,29,881.23
2024-10-21,East,Email,3071,69,41,1614.28
2024-10-21,East,Ads,4202,76,3,133.17
2024-10-21,East,Social Media,2738,156,9,169.78
2024-10-21,East,Referral,4352,156,32,911.54
2024-10-21,West,Email,3121,138,46,1169.23
2024-10-21,West,Ads,2272,82,32,1049.99
2024-10-21,West,Social Media,1449,166,4,41.04
2024-10-21,West,Referral,2916,112,41,1180.98
2024-10-22,North,Email,2084,42,12,520.67
2024-10-22,North,Ads,4523,107,26,1035.91
2024-10-22,North,Social Media,2660,185,29,343.08
2024-10-22,North,Referral,3788,194,37,661.78
2024-10-22,South,Email,606,28,10,258.82
2024-10-22,South,Ads,1121,164,37,225.5
2024-10-22,South,Social Media,613,82,16,120.92
2024-10-22,South,Referral,585,89,48,369.8
2024-10-22,East,Email,2072,149,23,275.28
2024-10-22,East,Ads,3834,139,23,580.43
2024-10-22,East,Social Media,3169,65,21,1123.87
2024-10-22,East,Referral,1908,176,10,114.64
2024-10-22,West,Email,1973,89,14,343.47
2024-10-22,West,Ads,4034,180,11,231.62
2024-10-22,West,Social Media,1054,36,5,160.4
2024-10-22,West,Referral,4639,152,7,213.19
2024-10-23,North,Email,1786,193,29,239.73
2024-10-23,North,Ads,1271,172,24,152.81
2024-10-23,North,Social Media,3632,185,33,537.08
2024-10-23,North,Referral,4059,56,4,254.66
2024-10-23,South,Email,3733,107,2,58.61
2024-10-23,South,Ads,3471,97,28,902.65
2024-10-23,South,Social Media,953,180,38,211.96
2024-10-23,South,Referral,2880,73,24,866.88
2024-10-23,East,Email,2248,117,37,600.35
2024-10-23,East,Ads,2506,63,3,124.6
2024-10-23,East,Social Media,1260,188,3,19.51
2024-10-23,East,Referral,4318,108,2,82.19
2024-10-23,West,Email,2037,198,11,95.62
2024-10-23,West,Ads,3011,160,49,835.29
2024-10-23,West,Social Media,2347,197,32,402.43
2024-10-23,West,Referral,3464,76,39,1672.89
2024-10-24,North,Email,3108,191,36,575.3
2024-10-24,North,Ads,3002,198,29,499.94
2024-10-24,North,Social Media,3048,184,49,754.53
2024-10-24,North,Referral,1214,141,46,415.83
2024-10-24,South,Email,1881,75,46,1120.62
2024-10-24,South,Ads,1708,73,38,884.45
2024-10-24,South,Social Media,3560,33,32,2797.68
2024-10-24,South,Referral,4441,61,2,160.31
2024-10-24,East,Email,4019,47,5,495.51
2024-10-24,East,Ads,2565,68,48,1866.58
2024-10-24,East,Social Media,4300,25,20,3125.95
2024-10-24,East,Referral,1804,118,2,27.36
2024-10-24,West,Email,2330,130,44,860.89
2024-10-24,West,Ads,4462,152,5,164.81
2024-10-24,West,Social Media,3444,113,46,1285.32
2024-10-24,West,Referral,2091,37,26,1583.89
2024-10-25,North,Email,583,178,31,87.09
2024-10-25,North,Ads,1722,78,43,993.49
2024-10-25,North,Social Media,2089,100,10,243.25
2024-10-25,North,Referral,1214,155,26,185.52
2024-10-25,South,Email,765,136,25,158.63
2024-10-25,South,Ads,1454,178,12,108.21
2024-10-25,South,Social Media,2074,195,14,174.52
2024-10-25,South,Referral,4331,60,36,2650.11
2024-10-25,East,Email,3647,89,43,1610.68
2024-10-25,East,Ads,4387,43,19,2099.36
2024-10-25,East,Social Media,1387,40,35,1006.26
2024-10-25,East,Referral,675,73,19,170.94
2024-10-25,West,Email,4857,38,23,3044.49
2024-10-25,West,Ads,1720,199,10,70.35
2024-10-25,West,Social Media,3855,65,5,237.27
2024-10-25,West,Referral,3707,135,18,545.24
2024-10-26,North,Email,1731,181,44,404.26
2024-10-26,North,Ads,1937,134,26,433.08
2024-10-26,North,Social Media,1116,90,48,656.02
2024-10-26,North,Referral,4854,65,41,2945.83
2024-10-26,South,Email,893,181,15,86.52
2024-10-26,South,Ads,2429,133,16,300.51
2024-10-26,South,Social Media,3379,114,3,86.37
2024-10-26,South,Referral,2609,161,11,181.11
2024-10-26,East,Email,3682,123,16,473.52
2024-10-26,East,Ads,2556,39,36,1977.79
2024-10-26,East,Social Media,3787,196,17,371.28
2024-10-26,East,Referral,4987,86,20,1349.73
2024-10-26,West,Email,4022,183,26,606.79
2024-10-26,West,Ads,4134,145,17,522.38
2024-10-26,West,Social Media,2564,189,25,361.76
2024-10-26,West,Referral,839,26,15,509.59
2024-10-27,North,Email,2145,152,6,83.11
2024-10-27,North,Ads,2626,109,34,890.52
2024-10-27,North,Social Media,1724,150,37,449.53
2024-10-27,North,Referral,4745,33,17,2456.4
2024-10-27,South,Email,2005,157,8,97.75
2024-10-27,South,Ads,4930,115,29,1156.1
2024-10-27,South,Social Media,4590,99,27,1129.69
2024-10-27,South,Referral,2634,27,3,287.81
2024-10-27,East,Email,622,140,33,130.23
2024-10-27,East,Ads,4014,21,20,3432.56
2024-10-27,East,Social Media,3719,48,18,1269.9
2024-10-27,East,Referral,2441,25,12,1141.2
2024-10-27,West,Email,1201,138,13,133.97
2024-10-27,West,Ads,1634,99,5,95.71
2024-10-27,West,Social Media,916,37,34,695.23
2024-10-27,West,Referral,2502,97,26,769.36
2024-10-28,North,Email,4015,73,24,1100.17
2024-10-28,North,Ads,3694,183,25,516.91
2024-10-28,North,Social Media,3098,128,37,978.18
2024-10-28,North,Referral,1853,84,22,413.03
2024-10-28,South,Email,4120,86,48,2421.25
2024-10-28,South,Ads,1984,66,28,696.08
2024-10-28,South,Social Media,1512,32,13,581.24
2024-10-28,South,Referral,4970,150,44,1617.37
2024-10-28,East,Email,2733,97,34,1020.08
2024-10-28,East,Ads,3674,124,32,845.97
2024-10-28,East,Social Media,749,56,10,131.53
2024-10-28,East,Referral,4049,102,42,1390.17
2024-10-28,West,Email,3869,127,15,511.27
2024-10-28,West,Ads,4196,103,5,169.21
2024-10-28,West,Social Media,3887,133,40,955.94
2024-10-28,West,Referral,1747,25,15,1204.74
2024-10-29,North,Email,1729,159,28,344.7
2024-10-29,North,Ads,635,93,17,124.55
2024-10-29,North,Social Media,4731,64,30,2559.43
2024-10-29,North,Referral,2438,164,40,550.41
2024-10-29,South,Email,1134,135,30,236.74
2024-10-29,South,Ads,768,112,35,225.53
2024-10-29,South,Social Media,1761,52,30,952.13
2024-10-29,South,Referral,4294,193,25,635.07
2024-10-29,East,Email,3192,144,25,538.12
2024-10-29,East,Ads,2735,139,10,168.27
2024-10-29,East,Social Media,3077,183,9,134.46
2024-10-29,East,Referral,1776,179,30,349.32
2024-10-29,West,Email,4148,52,5,392.75
2024-10-29,West,Ads,4247,121,29,980.5
2024-10-29,West,Social Media,1034,154,37,276.12
2024-10-29,West,Referral,523,56,46,393.63
2024-10-30,North,Email,4624,120,46,1527.62
2024-10-30,North,Ads,1814,74,26,603.73
2024-10-30,North,Social Media,2039,125,27,356.84
2024-10-30,North,Referral,4148,101,42,1642.2
2024-10-30,South,Email,2988,124,35,970.77
2024-10-30,South,Ads,3555,35,22,2314.42
2024-10-30,South,Social Media,2661,57,7,292.48
2024-10-30,South,Referral,4761,129,40,1283.23
2024-10-30,East,Email,3967,72,34,1651.56
2024-10-30,East,Ads,2245,173,41,528.74
2024-10-30,East,Social Media,2767,194,3,44.05
2024-10-30,East,Referral,3824,168,45,967.54
2024-10-30,West,Email,4810,143,3,96.11
2024-10-30,West,Ads,1326,117,17,154.54
2024-10-30,West,Social Media,2528,127,24,557.9
2024-10-30,West,Referral,827,153,38,232.92
2024-10-31,North,Email,3353,164,38,696.19
2024-10-31,North,Ads,1456,196,14,106.79
2024-10-31,North,Social Media,3145,26,23,3022.21
2024-10-31,North,Referral,2435,22,10,1059.66
2024-10-31,South,Email,2021,113,31,653.52
2024-10-31,South,Ads,2973,42,4,290.88
2024-10-31,South,Social Media,1772,90,4,93.41
2024-10-31,South,Referral,4918,74,5,328.61
2024-10-31,East,Email,3265,120,32,773.87
2024-10-31,East,Ads,4149,178,48,1251.1
2024-10-31,East,Social Media,4071,113,34,1277.97
2024-10-31,East,Referral,2221,138,47,729.9
2024-10-31,West,Email,1628,100,15,292.39
2024-10-31,West,Ads,2034,186,3,35.38
2024-10-31,West,Social Media,557,123,7,35.62
2024-10-31,West,Referral,2501,197,39,428.47
2024-11-01,North,Email,3683,152,25,596.02
2024-11-01,North,Ads,4834,58,49,3949.65
2024-11-01,North,Social Media,1828,53,17,697.11
2024-11-01,North,Referral,4965,53,42,4032.13
2024-11-01,South,Email,4684,122,9,312.3
2024-11-01,South,Ads,1022,167,37,271.34
2024-11-01,South,Social Media,4633,108,17,846.12
2024-11-01,South,Referral,3572,144,26,770.73
2024-11-01,East,Email,4991,111,50,2136.77
2024-11-01,East,Ads,3597,61,42,2663.37
2024-11-01,East,Social Media,4438,117,7,239.69
2024-11-01,East,Referral,1193,134,29,228.95
2024-11-01,West,Email,997,67,3,51.46
2024-11-01,West,Ads,1112,147,39,284.95
2024-11-01,West,Social Media,4104,61,37,2545.76
2024-11-01,West,Referral,2045,152,34,546.73
2024-11-02,North,Email,2648,48,19,1203.72
2024-11-02,North,Ads,4549,179,43,1231.68
2024-11-02,North,Social Media,3070,173,29,556.15
2024-11-02,North,Referral,2476,128,28,517.93
2024-11-02,South,Email,3719,150,17,437.38
2024-11-02,South,Ads,4688,49,41,4032.43
2024-11-02,South,Social Media,4532,48,31,2894.14
2024-11-02,South,Referral,3347,157,28,650.49
2024-11-02,East,Email,934,55,43,651.33
2024-11-02,East,Ads,3299,75,37,1839.35
2024-11-02,East,Social Media,1456,81,46,774.25
2024-11-02,East,Referral,1763,83,50,855.62
2024-11-02,West,Email,3286,199,5,84.32
2024-11-02,West,Ads,732,73,2,23.33
2024-11-02,West,Social Media,2429,170,50,830.88
2024-11-02,West,Referral,2477,129,28,532.68
2024-11-03,North,Email,2260,33,4,268.66
2024-11-03,North,Ads,1474,155,33,264.11
2024-11-03,North,Social Media,1225,181,42,245.21
2024-11-03,North,Referral,3397,56,19,1247.38
2024-11-03,South,Email,3042,62,28,1265.11
2024-11-03,South,Ads,3705,106,43,1321.33
2024-11-03,South,Social Media,1377,87,33,451.57
2024-11-03,South,Referral,2174,92,12,280.87
2024-11-03,East,Email,813,147,22,129.14
2024-11-03,East,Ads,3929,32,10,1268.02
2024-11-03,East,Social Media,727,36,10,176.17
2024-11-03,East,Referral,2022,199,13,147.5
2024-11-03,West,Email,2748,71,38,1334.27
2024-11-03,West,Ads,1787,157,48,619.19
2024-11-03,West,Social Media,2672,156,15,301.31
2024-11-03,West,Referral,1244,151,3,25.08
2024-11-04,North,Email,1524,94,2,30.46
2024-11-04,North,Ads,1267,154,3,21.98
2024-11-04,North,Social Media,1127,140,48,320.8
2024-11-04,North,Referral,1565,198,36,306.09
2024-11-04,South,Email,4572,60,22,1706.79
2024-11-04,South,Ads,3353,115,9,244.15
2024-11-04,South,Social Media,4647,57,31,2984.03
2024-11-04,South,Referral,2552,139,7,132.36
2024-11-04,East,Email,2764,43,23,1385.29
2024-11-04,East,Ads,4033,45,4,404.75
2024-11-04,East,Social Media,1525,169,8,75.32
2024-11-04,East,Referral,4121,122,21,770.21
2024-11-04,West,Email,4903,50,27,2794.78
2024-11-04,West,Ads,3471,152,11,287.08
2024-11-04,West,Social Media,3924,24,6,997.7
2024-11-04,West,Referral,4809,169,16,486.72
2024-11-05,North,Email,3312,64,29,1434.65
2024-11-05,North,Ads,3741,101,18,718.2
2024-11-05,North,Social Media,2426,108,38,712.73
2024-11-05,North,Referral,4638,92,20,933.47
2024-11-05,South,Email,1106,179,32,205.57
2024-11-05,South,Ads,3373,105,36,1367.31
2024-11-05,South,Social Media,2984,198,41,710.79
2024-11-05,South,Referral,3705,53,33,2701.61
2024-11-05,East,Email,1024,82,39,534.26
2024-11-05,East,Ads,2925,139,6,127.88
2024-11-05,East,Social Media,2507,128,31,556.56
2024-11-05,East,Referral,927,88,39,358.38
2024-11-05,West,Email,3352,137,50,1457.87
2024-11-05,West,Ads,4926,183,12,260.65
2024-11-05,West,Social Media,4117,77,48,2887.81
2024-11-05,West,Referral,4399,159,46,1478.05
2024-11-06,North,Email,4215,125,34,1333.76
2024-11-06,North,Ads,606,28,3,60.08
2024-11-06,North,Social Media,3793,133,21,479.16
2024-11-06,North,Referral,4124,63,36,2095.17
2024-11-06,South,Email,4909,67,40,2776.68
2024-11-06,South,Ads,1624,76,24,586.99
2024-11-06,South,Social Media,2609,102,50,1281.76
2024-11-06,South,Referral,4689,104,27,1328.86
2024-11-06,East,Email,4594,134,37,1419.03
2024-11-06,East,Ads,3950,119,5,184.11
2024-11-06,East,Social Media,720,42,7,105.48
2024-11-06,East,Referral,1521,129,22,304.79
2024-11-06,West,Email,1198,173,2,16.21
2024-11-06,West,Ads,888,188,23,100.04
2024-11-06,West,Social Media,3203,72,23,823.25
2024-11-06,West,Referral,3266,83,25,1080.92
2024-11-07,North,Email,2097,100,8,158.36
2024-11-07,North,Ads,2151,144,11,139.58
2024-11-07,North,Social Media,1188,41,33,768.59
2024-11-07,North,Referral,1855,171,31,401.26
2024-11-07,South,Email,4039,189,8,155.21
2024-11-07,South,Ads,4850,121,8,362.36
2024-11-07,South,Social Media,1490,101,47,817.17
2024-11-07,South,Referral,1876,99,36,561.22
2024-11-07,East,Email,3387,198,27,544.1
2024-11-07,East,Ads,1840,173,38,355.98
2024-11-07,East,Social Media,3796,30,22,3245.99
2024-11-07,East,Referral,4661,160,19,469.83
2024-11-07,West,Email,3231,161,6,121.19
2024-11-07,West,Ads,4775,85,5,229.29
2024-11-07,West,Social Media,701,25,16,383.46
2024-11-07,West,Referral,2448,40,31,2256.86
2024-11-08,North,Email,3159,74,23,1060.76
2024-11-08,North,Ads,2791,79,41,1668.27
2024-11-08,North,Social Media,1510,96,19,270.89
2024-11-08,North,Referral,2180,57,26,923.73
2024-11-08,South,Email,4096,197,12,236.85
2024-11-08,South,Ads,1445,120,39,557.35
2024-11-08,South,Social Media,3598,55,33,2024.94
2024-11-08,South,Referral,3090,146,7,148.11
2024-11-08,East,Email,2757,169,32,603.97
2024-11-08,East,Ads,4897,116,28,1199.62
2024-11-08,East,Social Media,756,191,10,44.06
2024-11-08,East,Referral,3685,28,14,1665.56
2024-11-08,West,Email,2542,189,23,334.6
2024-11-08,West,Ads,3570,184,40,699.97
2024-11-08,West,Social Media,701,109,26,155.63
2024-11-08,West,Referral,2496,162,7,93.36
2024-11-09,North,Email,2054,94,39,812.67
2024-11-09,North,Ads,554,34,33,598.98
2024-11-09,North,Social Media,3870,36,35,3978.67
2024-11-09,North,Referral,615,49,4,43.17
2024-11-09,South,Email,859,24,13,414.01
2024-11-09,South,Ads,1918,120,9,124.82
2024-11-09,South,Social Media,4129,47,8,721.77
2024-11-09,South,Referral,4177,101,25,896.9
2024-11-09,East,Email,2278,87,4,108.01
2024-11-09,East,Ads,2765,127,39,692.63
2024-11-09,East,Social Media,4944,39,11,1327.38
2024-11-09,East,Referral,869,33,5,131.92
2024-11-09,West,Email,4874,104,9,365.38
2024-11-09,West,Ads,2428,114,26,464.5
2024-11-09,West,Social Media,4624,86,22,1004.32
2024-11-09,West,Referral,3309,58,17,893.08
2024-11-10,North,Email,2622,121,21,447.9
2024-11-10,North,Ads,2720,23,21,2528.0
2024-11-10,North,Social Media,2942,133,2,39.2
2024-11-10,North,Referral,666,63,34,370.32
2024-11-10,South,Email,2309,194,32,374.69
2024-11-10,South,Ads,4506,57,16,1255.12
2024-11-10,South,Social Media,2171,123,23,397.26
